key,title,description,issue_type,priority,status,created,updated,resolutiondate,anomaly_class,ml_text,project
SPARK-56031,NATURAL JOIN ignores case-insensitive column matching,"NATURAL JOIN uses case-sensitive string comparison to find common columns between the left and right sides of the join, regardless of the spark.sql.caseSensitive setting (which defaults to false).

This means columns that differ only in case (e.g. ID vs id) are not recognized as common columns, and the NATURAL JOIN silently degrades to a CROSS JOIN — returning incorrect results with duplicate columns instead of joining on the matching column.",Improvement,Major,Resolved,2026-03-17T10:01:00.000+0000,2026-03-18T20:37:59.000+0000,2026-03-18T20:37:59.000+0000,1,natural join ignores case insensitive column matching natural join uses case sensitive string comparison to find common columns between the left and right sides of the join regardless of the spark sql casesensitive setting which defaults to false this means columns that differ only in case e g id vs id are not recognized as common columns and the natural join silently degrades to a cross join returning incorrect results with duplicate columns instead of joining on the matching column improvement major resolved spark,SPARK
SPARK-56030,Normalize inner Project when below Project -> Filter,"In this issue I propose to normalize inner Project when below Project -> Filter. Right now
```
SELECT a.key, b.key AS key_b
FROM t1 b
FULL JOIN t2 a USING (key)
WHERE b.key IS NULL OR a.key IS NULL
```
throws LOGICAL_PLAN_COMPARISON_MISMATCH for analyzer dual-runs and normalizing would fix it.",Improvement,Major,Resolved,2026-03-17T10:00:29.000+0000,2026-04-27T02:30:01.000+0000,2026-04-27T02:30:01.000+0000,0,normalize inner project when below project filter in this issue i propose to normalize inner project when below project filter right now select a key b key as key b from t1 b full join t2 a using key where b key is null or a key is null throws logical plan comparison mismatch for analyzer dual runs and normalizing would fix it improvement major resolved spark,SPARK
IMPALA-14840,Pool can use more memory than Max Memory when Min/Max Query Memory limit is not set,"Based on the following comments a query can use unlimited resources if
* Pool has no Min and Max Query Memory LImit
* Query option MEM_LIMIT is not set
https://github.com/apache/impala/blob/787b63a4b88b91bf441200e336ca0bac873541b9/be/src/scheduling/schedule-state.cc#L301-L303

{noformat}
  // If the min_query_mem_limit and max_query_mem_limit are not set in the pool config
  // then it falls back to traditional(old) behavior, which means that, it sets the
  // mem_limit if it is set in the query options, else sets it to -1 (no limit).
{noformat}

https://github.com/apache/impala/blob/787b63a4b88b91bf441200e336ca0bac873541b9/be/src/scheduling/schedule-state.cc#L411

This can lead to using more memory than the specified ""Max Memory"" for the pool.",Bug,Major,Resolved,2026-03-17T09:59:22.000+0000,2026-04-14T15:28:28.000+0000,2026-04-14T13:31:47.000+0000,1,pool can use more memory than max memory when min max query memory limit is not set based on the following comments a query can use unlimited resources if pool has no min and max query memory limit query option mem limit is not set url noformat if the min query mem limit and max query mem limit are not set in the pool config then it falls back to traditional old behavior which means that it sets the mem limit if it is set in the query options else sets it to 1 no limit noformat url this can lead to using more memory than the specified max memory for the pool bug major resolved impala,IMPALA
IGNITE-28261,Add FOR UPDATE semantics support to SELECT and UPDATE queries,"SELECT ... FOR UPDATE should acquire X locks on affected rowIds without intermediate S lock

UPDATE .. SET should acquire X locks on affected rowIds without intermediate S lock",Improvement,Major,Open,2026-03-17T09:54:54.000+0000,2026-03-17T11:12:10.000+0000,Not resolved,0,add for update semantics support to select and update queries select for update should acquire x locks on affected rowids without intermediate s lock update set should acquire x locks on affected rowids without intermediate s lock improvement major open ignite,IGNITE
SPARK-56029,Allow for option error-subconditions,"Today error conditions come in two forms:
SOME_ERROR or SOME_ERROR.\{DETAIL1 | DETAIL2 | }
Once an error condition has a subcondition, a subcondition MUST be specified and it must be tested.
Here we want to make specification of a subcondition optional.
And we also want to make testing for it optional.",Improvement,Major,Open,2026-03-17T09:52:51.000+0000,2026-03-19T15:11:48.000+0000,Not resolved,1,allow for option error subconditions today error conditions come in two forms some error or some error detail1 detail2 once an error condition has a subcondition a subcondition must be specified and it must be tested here we want to make specification of a subcondition optional and we also want to make testing for it optional improvement major open spark,SPARK
IGNITE-28260,Remove PartitionReservationsMap,It is just a {{Map}} wrapper. Message can be removed safely.,Task,Minor,Resolved,2026-03-17T09:48:01.000+0000,2026-03-27T07:35:59.000+0000,2026-03-27T07:35:55.000+0000,0,remove partitionreservationsmap it is just a map wrapper message can be removed safely task minor resolved ignite,IGNITE
IGNITE-28259,Remove IgniteDhtPartitionHistorySuppliersMap,It is just a {{Map}} wrapper. Message can be removed safely.,Task,Minor,Resolved,2026-03-17T09:47:33.000+0000,2026-04-13T14:51:49.000+0000,2026-04-13T14:51:49.000+0000,0,remove ignitedhtpartitionhistorysuppliersmap it is just a map wrapper message can be removed safely task minor resolved ignite,IGNITE
IGNITE-28258,Remove CachePartitionsToReloadMap,It is just a {{Map}} wrapper. Message can be removed safely.,Task,Minor,Resolved,2026-03-17T09:46:42.000+0000,2026-03-26T10:45:40.000+0000,2026-03-26T07:47:57.000+0000,0,remove cachepartitionstoreloadmap it is just a map wrapper message can be removed safely task minor resolved ignite,IGNITE
NIFI-15721,"Bump Spring Security to 7.0.4, Kotlin to 2.3.20, MySQL Binlog to 0.40.6, and others","* Debezium MySQL Binlog Connector from 0.40.5 to 0.40.6 - [https://github.com/debezium/mysql-binlog-connector-java]
 * Google Cloud SDK BOM from 26.77.0 to 26.78.0 - [https://github.com/googleapis/java-cloud-bom/releases/tag/v26.78.0]
 * Jolt from 1.1.0 to 1.2.0 - [https://github.com/jolt-community/jolt-community/releases/tag/v1.2.0]
 * Wire from 5.5.1 to 6.0.0 - [https://square.github.io/wire/changelog/#version-600]
 * JLine from 3.30.8 to 4.0.4 - [https://github.com/jline/jline3/releases/tag/4.0.4]
 * AWS SDK BOM from 2.42.12 to 2.42.14 - [https://github.com/aws/aws-sdk-java-v2/blob/master/CHANGELOG.md]
 * Kotlin from 2.3.10 to 2.3.20 - [https://github.com/JetBrains/kotlin/releases/tag/v2.3.20]
 * Spring Security from 7.0.3 to 7.0.4 - [https://github.com/spring-projects/spring-security/releases/tag/7.0.4]

 ",Task,Major,Resolved,2026-03-17T09:45:48.000+0000,2026-03-17T13:54:45.000+0000,2026-03-17T13:54:45.000+0000,2,bump spring security to 7 0 4 kotlin to 2 3 20 mysql binlog to 0 40 6 and others debezium mysql binlog connector from 0 40 5 to 0 40 6 url google cloud sdk bom from 26 77 0 to 26 78 0 url jolt from 1 1 0 to 1 2 0 url wire from 5 5 1 to 6 0 0 url jline from 3 30 8 to 4 0 4 url aws sdk bom from 2 42 12 to 2 42 14 url kotlin from 2 3 10 to 2 3 20 url spring security from 7 0 3 to 7 0 4 url task major resolved nifi,NIFI
IGNITE-28257,Remove PartitionsToReload and CachePartitionsToReloadMap,It is just a {{Set}} and Map wrappers. Messages can be removed safely.,Task,Minor,Resolved,2026-03-17T09:45:20.000+0000,2026-03-26T07:37:20.000+0000,2026-03-26T07:37:03.000+0000,0,remove partitionstoreload and cachepartitionstoreloadmap it is just a set and map wrappers messages can be removed safely task minor resolved ignite,IGNITE
IGNITE-28256,Remove IntLongMap,It is just a {{Map}} wrapper. Message can be removed safely.,Task,Minor,Resolved,2026-03-17T09:42:37.000+0000,2026-03-30T12:09:37.000+0000,2026-03-30T12:09:37.000+0000,0,remove intlongmap it is just a map wrapper message can be removed safely task minor resolved ignite,IGNITE
IGNITE-28255,Fix java.io.NotSerializableException: org.apache.ignite.internal.processors.marshaller.MarshallerMappingItem,"Summary:
MarshallerCacheJobRunNodeRestartTest.testJobRun fails intermittently with timeout due to NotSerializableException in MarshallerMappingItem

Description:

The test MarshallerCacheJobRunNodeRestartTest.testJobRun hangs and times out after 5 minutes (300 000 ms).

TC link: https://ci2.ignite.apache.org/test/381112157178694638?currentProjectId=IgniteTests24Java8&branch=%3Cdefault%3E

Failure rate: 2 failures out of 68 runs (~3%), both on aitc-lin15, branch refs/heads/master (builds #41053, #41049)

Root cause:

During node restart, TcpDiscoverySpi fails to deserialize a discovery message because MarshallerMappingItem is not serializable:

  [ERROR][tcp-disco-sock-reader-...][TestTcpDiscoverySpi] Failed to read message
  org.apache.ignite.IgniteCheckedException: Failed to deserialize object with given class loader: IsolatedClassLoader\{roleName='test'}
      at org.apache.ignite.marshaller.jdk.JdkMarshallerImpl.unmarshal0(JdkMarshallerImpl.java:130)
      ...
  Caused by: java.io.WriteAbortedException: writing aborted; java.io.NotSerializableException: org.apache.ignite.internal.processors.marshaller.MarshallerMappingItem
  Caused by: java.io.NotSerializableException: org.apache.ignite.internal.processors.marshaller.MarshallerMappingItem

MarshallerMappingItem is being sent as part of a TcpDiscovery message (likely a MarshallerMappingRequest or MarshallerMappingResponse) but does not implement Serializable. As a result, the restarting node cannot exchange marshaller mappings with the rest of the cluster, causing the worker thread to hang indefinitely waiting for the mapping to be resolved.

This ultimately causes GridTestUtils.runMultiThreaded() to block forever at Thread.join(), triggering the 5-minute test timeout.

Stack trace (thread dump at timeout):

  Thread [name=""test-runner-#83435%cache.MarshallerCacheJobRunNodeRestartTest%"", state=WAITING]
    at java.lang.Object.wait(Native Method)
    at java.lang.Thread.join(Thread.java:1304)
    at o.a.i.testframework.GridTestUtils.runMultiThreaded(GridTestUtils.java:1124)
    at o.a.i.i.processors.cache.MarshallerCacheJobRunNodeRestartTest.testJobRun(MarshallerCacheJobRunNodeRestartTest.java:65)

Fix:

MarshallerMappingItem should implement java.io.Serializable (or be converted to use Ignite's own serialization mechanism) so it can be properly marshalled/unmarshalled during TcpDiscovery message exchange.

Environment:
- Ignite version: 2.18.0-SNAPSHOT#20260317
- JVM: OpenJDK 17.0.8.1+1 Eclipse Adoptium
- OS: Linux 5.4.0-216-generic amd64
- Agent: aitc-lin15",Bug,Major,Resolved,2026-03-17T09:06:02.000+0000,2026-03-19T13:14:37.000+0000,2026-03-19T13:14:37.000+0000,2,fix java io notserializableexception org apache ignite internal processors marshaller marshallermappingitem summary marshallercachejobrunnoderestarttest testjobrun fails intermittently with timeout due to notserializableexception in marshallermappingitem description the test marshallercachejobrunnoderestarttest testjobrun hangs and times out after 5 minutes 300 000 ms tc link url failure rate 2 failures out of 68 runs 3 both on aitc lin15 branch refs heads master builds 41053 41049 root cause during node restart tcpdiscoveryspi fails to deserialize a discovery message because marshallermappingitem is not serializable error tcp disco sock reader testtcpdiscoveryspi failed to read message org apache ignite ignitecheckedexception failed to deserialize object with given class loader isolatedclassloader rolename test at org apache ignite marshaller jdk jdkmarshallerimpl unmarshal0 jdkmarshallerimpl java 130 caused by java io writeabortedexception writing aborted java io notserializableexception org apache ignite internal processors marshaller marshallermappingitem caused by java io notserializableexception org apache ignite internal processors marshaller marshallermappingitem marshallermappingitem is being sent as part of a tcpdiscovery message likely a marshallermappingrequest or marshallermappingresponse but does not implement serializable as a result the restarting node cannot exchange marshaller mappings with the rest of the cluster causing the worker thread to hang indefinitely waiting for the mapping to be resolved this ultimately causes gridtestutils runmultithreaded to block forever at thread join triggering the 5 minute test timeout stack trace thread dump at timeout thread name test runner 83435 cache marshallercachejobrunnoderestarttest state waiting at java lang object wait native method at java lang thread join thread java 1304 at o a i testframework gridtestutils runmultithreaded gridtestutils java 1124 at o a i i processors cache marshallercachejobrunnoderestarttest testjobrun marshallercachejobrunnoderestarttest java 65 fix marshallermappingitem should implement java io serializable or be converted to use ignite s own serialization mechanism so it can be properly marshalled unmarshalled during tcpdiscovery message exchange environment ignite version 2 18 0 snapshot 20260317 jvm openjdk 17 0 8 1 1 eclipse adoptium os linux 5 4 0 216 generic amd64 agent aitc lin15 bug major resolved ignite,IGNITE
